amfi_code	date	nav
119551	18-05-2022	52.0497
119551	19-05-2022	52.0789
119551	20-05-2022	51.9981
119551	23-05-2022	51.3796
119551	24-05-2022	51.2157
119551	25-05-2022	51.0875
119551	26-05-2022	50.7535
119551	27-05-2022	50.7075
119551	30-05-2022	50.9148
119551	31-05-2022	51.7955
119551	01-06-2022	51.9021
119551	02-06-2022	52.047
119551	03-06-2022	52.0396
119551	06-06-2022	51.1928
119551	07-06-2022	51.2073
119551	08-06-2022	51.2609
119551	09-06-2022	52.4137
119551	10-06-2022	52.3519
119551	13-06-2022	52.5184
119551	14-06-2022	52.5294
119551	15-06-2022	52.0176
119551	16-06-2022	52.5716
119551	17-06-2022	52.9487
119551	20-06-2022	53.3469
119551	21-06-2022	52.9481
119551	22-06-2022	53.6349
119551	23-06-2022	53.0032
119551	24-06-2022	53.3057
119551	27-06-2022	54.3735
119551	28-06-2022	53.9284
119551	29-06-2022	53.6874
119551	30-06-2022	53.7624
119551	01-07-2022	53.5518
119551	04-07-2022	52.8517
119551	05-07-2022	52.9109
119551	06-07-2022	52.4446
119551	07-07-2022	52.6913
119551	08-07-2022	52.2927
119551	11-07-2022	53.0398
119551	12-07-2022	52.7019
119551	13-07-2022	52.5795
119551	14-07-2022	52.9854
119551	15-07-2022	52.4404
119551	18-07-2022	52.5728
119551	19-07-2022	53.2098
119551	20-07-2022	52.4879
119551	21-07-2022	52.6005
119551	22-07-2022	52.7484
119551	25-07-2022	53.1408
119551	26-07-2022	52.5914
119551	27-07-2022	52.0093
119551	28-07-2022	52.2762
119551	29-07-2022	52.4404
119551	01-08-2022	52.5835
119551	02-08-2022	52.7716
119551	03-08-2022	52.4831
119551	04-08-2022	52.6179
119551	05-08-2022	52.7813
119551	08-08-2022	52.4768
119551	09-08-2022	53.375
119551	10-08-2022	53.6262
119551	11-08-2022	53.0931
119551	12-08-2022	53.429
119551	15-08-2022	52.999
119551	16-08-2022	53.3957
119551	17-08-2022	53.9719
119551	18-08-2022	53.6103
119551	19-08-2022	54.0957
119551	22-08-2022	54.321
119551	23-08-2022	54.7445
119551	24-08-2022	55.6967
119551	25-08-2022	55.6049
119551	26-08-2022	55.265
119551	29-08-2022	54.8615
119551	30-08-2022	54.4963
119551	31-08-2022	54.4873
119551	01-09-2022	54.6797
119551	02-09-2022	54.8416
119551	05-09-2022	55.2716
119551	06-09-2022	55.3065
119551	07-09-2022	56.0489
119551	08-09-2022	55.9471
119551	09-09-2022	57.3351
119551	12-09-2022	57.6821
119551	13-09-2022	57.2772
119551	14-09-2022	56.7681
119551	15-09-2022	57.0396
119551	16-09-2022	56.9566
119551	19-09-2022	57.346
119551	20-09-2022	57.6156
119551	21-09-2022	57.6083
119551	22-09-2022	57.2092
119551	23-09-2022	56.4791
119551	26-09-2022	56.2861
119551	27-09-2022	56.7421
119551	28-09-2022	56.8787
119551	29-09-2022	56.2863
119551	30-09-2022	56.4014
119551	03-10-2022	56.6226
119551	04-10-2022	56.2119
119551	05-10-2022	56.3172
119551	06-10-2022	56.3752
119551	07-10-2022	55.8386
119551	10-10-2022	56.044
119551	11-10-2022	56.3509
119551	12-10-2022	56.9211
119551	13-10-2022	57.4822
119551	14-10-2022	56.8173
119551	17-10-2022	56.3784
119551	18-10-2022	56.6643
119551	19-10-2022	56.951
119551	20-10-2022	57.2398
119551	21-10-2022	59.2487
119551	24-10-2022	59.5784
119551	25-10-2022	60.2091
119551	26-10-2022	60.7492
119551	27-10-2022	61.1307
119551	28-10-2022	60.9924
119551	31-10-2022	61.4337
119551	01-11-2022	61.0479
119551	02-11-2022	60.952
119551	03-11-2022	60.723
119551	04-11-2022	60.7982
119551	07-11-2022	62.0841
119551	08-11-2022	61.1016
119551	09-11-2022	61.5042
119551	10-11-2022	60.6669
119551	11-11-2022	60.4461
119551	14-11-2022	61.0609
119551	15-11-2022	61.1271
119551	16-11-2022	60.5801
119551	17-11-2022	60.2302
119551	18-11-2022	60.6235
119551	21-11-2022	60.2653
119551	22-11-2022	60.4117
119551	23-11-2022	60.4671
119551	24-11-2022	60.1517
119551	25-11-2022	61.3315
119551	28-11-2022	61.7071
119551	29-11-2022	60.6461
119551	30-11-2022	60.7772
119551	01-12-2022	60.4547
119551	02-12-2022	60.9424
119551	05-12-2022	60.5491
119551	06-12-2022	60.5191
119551	07-12-2022	60.8206
119551	08-12-2022	61.3184
119551	09-12-2022	60.704
119551	12-12-2022	60.5564
119551	13-12-2022	60.3344
119551	14-12-2022	60.0187
119551	15-12-2022	60.992
119551	16-12-2022	61.2418
119551	19-12-2022	60.5958
119551	20-12-2022	61.1198
119551	21-12-2022	62.3067
119551	22-12-2022	62.909
119551	23-12-2022	62.1037
119551	26-12-2022	61.871
119551	27-12-2022	62.5984
119551	28-12-2022	62.2411
119551	29-12-2022	62.5174
119551	30-12-2022	62.9784
119551	02-01-2023	62.4979
119551	03-01-2023	62.4974
119551	04-01-2023	60.7675
119551	05-01-2023	60.2521
119551	06-01-2023	60.149
119551	09-01-2023	59.5214
119551	10-01-2023	60.4157
119551	11-01-2023	59.6893
119551	12-01-2023	59.4887
119551	13-01-2023	59.5881
119551	16-01-2023	60.3815
119551	17-01-2023	59.6525
119551	18-01-2023	60.2986
119551	19-01-2023	60.3352
119551	20-01-2023	59.8461
119551	23-01-2023	60.1215
119551	24-01-2023	60.2582
119551	25-01-2023	59.971
119551	26-01-2023	60.0389
119551	27-01-2023	59.8661
119551	30-01-2023	59.9569
119551	31-01-2023	60.3392
119551	01-02-2023	61.2207
119551	02-02-2023	60.5873
119551	03-02-2023	61.7697
119551	06-02-2023	60.7467
119551	07-02-2023	60.6967
119551	08-02-2023	61.0439
119551	09-02-2023	61.227
119551	10-02-2023	60.9231
119551	13-02-2023	60.8427
119551	14-02-2023	60.61
119551	15-02-2023	60.3269
119551	16-02-2023	60.812
119551	17-02-2023	61.0353
119551	20-02-2023	60.6947
119551	21-02-2023	61.2097
119551	22-02-2023	61.4075
119551	23-02-2023	61.8812
119551	24-02-2023	62.2579
119551	27-02-2023	61.8363
119551	28-02-2023	61.5633
119551	01-03-2023	62.0024
119551	02-03-2023	62.3692
119551	03-03-2023	62.3899
119551	06-03-2023	62.4867
119551	07-03-2023	63.2274
119551	08-03-2023	62.9308
119551	09-03-2023	63.2678
119551	10-03-2023	63.1877
119551	13-03-2023	63.099
119551	14-03-2023	63.7463
119551	15-03-2023	64.2452
119551	16-03-2023	64.7412
119551	17-03-2023	65.5247
119551	20-03-2023	65.5706
119551	21-03-2023	66.0002
119551	22-03-2023	65.8538
119551	23-03-2023	66.0764
119551	24-03-2023	66.0347
119551	27-03-2023	66.1253
119551	28-03-2023	66.5076
119551	29-03-2023	66.0635
119551	30-03-2023	67.3286
119551	31-03-2023	66.7683
119551	03-04-2023	66.0912
119551	04-04-2023	66.8042
119551	05-04-2023	67.3069
119551	06-04-2023	67.7134
119551	07-04-2023	68.1248
119551	10-04-2023	68.1526
119551	11-04-2023	67.6503
119551	12-04-2023	67.7305
119551	13-04-2023	67.3619
119551	14-04-2023	67.9788
119551	17-04-2023	67.9257
119551	18-04-2023	67.4678
119551	19-04-2023	67.3115
119551	20-04-2023	67.592
119551	21-04-2023	67.2915
119551	24-04-2023	66.8398
119551	25-04-2023	67.0181
119551	26-04-2023	67.1977
119551	27-04-2023	66.9325
119551	28-04-2023	66.6894
119551	01-05-2023	66.8605
119551	02-05-2023	66.0461
119551	03-05-2023	65.265
119551	04-05-2023	64.8863
119551	05-05-2023	64.7977
119551	08-05-2023	65.0091
119551	09-05-2023	65.8945
119551	10-05-2023	66.4291
119551	11-05-2023	66.3697
119551	12-05-2023	66.3928
119551	15-05-2023	65.8423
119551	16-05-2023	65.8655
119551	17-05-2023	65.732
119551	18-05-2023	65.9533
119551	19-05-2023	65.5077
119551	22-05-2023	65.8424
119551	23-05-2023	66.7729
119551	24-05-2023	66.7433
119551	25-05-2023	67.0147
119551	26-05-2023	67.4587
119551	29-05-2023	67.2551
119551	30-05-2023	67.4229
119551	31-05-2023	67.4652
119551	01-06-2023	67.5582
119551	02-06-2023	67.1338
119551	05-06-2023	67.1829
119551	06-06-2023	67.5135
119551	07-06-2023	68.4183
119551	08-06-2023	69.0352
119551	09-06-2023	70.395
119551	12-06-2023	69.9563
119551	13-06-2023	70.5329
119551	14-06-2023	70.6835
119551	15-06-2023	72.099
119551	16-06-2023	71.6238
119551	19-06-2023	71.132
119551	20-06-2023	70.7935
119551	21-06-2023	69.5157
119551	22-06-2023	69.2298
119551	23-06-2023	68.8034
119551	26-06-2023	68.9302
119551	27-06-2023	69.174
119551	28-06-2023	70.3644
119551	29-06-2023	70.9932
119551	30-06-2023	70.6694
119551	03-07-2023	70.1479
119551	04-07-2023	70.4892
119551	05-07-2023	69.7092
119551	06-07-2023	70.8808
119551	07-07-2023	71.6589
119551	10-07-2023	71.3998
119551	11-07-2023	70.3655
119551	12-07-2023	71.2474
119551	13-07-2023	71.2122
119551	14-07-2023	72.031
119551	17-07-2023	71.0619
119551	18-07-2023	70.7237
119551	19-07-2023	70.7635
119551	20-07-2023	70.8294
119551	21-07-2023	70.5852
119551	24-07-2023	71.0106
119551	25-07-2023	70.3814
119551	26-07-2023	70.3294
119551	27-07-2023	70.4404
119551	28-07-2023	70.7972
119551	31-07-2023	71.2797
119551	01-08-2023	70.6126
119551	02-08-2023	69.6996
119551	03-08-2023	70.5258
119551	04-08-2023	70.7693
119551	07-08-2023	70.34
119551	08-08-2023	71.3456
119551	09-08-2023	71.4553
119551	10-08-2023	72.2396
119551	11-08-2023	72.3199
119551	14-08-2023	73.6843
119551	15-08-2023	74.8724
119551	16-08-2023	74.7468
119551	17-08-2023	75.4289
119551	18-08-2023	75.8986
119551	21-08-2023	76.8599
119551	22-08-2023	76.2479
119551	23-08-2023	76.7502
119551	24-08-2023	77.51
119551	25-08-2023	76.3564
119551	28-08-2023	75.6027
119551	29-08-2023	74.2935
119551	30-08-2023	74.1555
119551	31-08-2023	74.6647
119551	01-09-2023	75.6996
119551	04-09-2023	75.7882
119551	05-09-2023	76.9243
119551	06-09-2023	76.0329
119551	07-09-2023	74.9379
119551	08-09-2023	74.9398
119551	11-09-2023	75.2329
119551	12-09-2023	75.25
119551	13-09-2023	73.9285
119551	14-09-2023	73.9086
119551	15-09-2023	73.1009
119551	18-09-2023	73.5718
119551	19-09-2023	73.8482
119551	20-09-2023	73.2764
119551	21-09-2023	72.9827
119551	22-09-2023	72.3414
119551	25-09-2023	72.3387
119551	26-09-2023	72.9883
119551	27-09-2023	72.3939
119551	28-09-2023	72.7539
119551	29-09-2023	72.4519
119551	02-10-2023	71.9841
119551	03-10-2023	71.9533
119551	04-10-2023	71.3362
119551	05-10-2023	71.0253
119551	06-10-2023	70.3152
119551	09-10-2023	71.5811
119551	10-10-2023	71.6403
119551	11-10-2023	71.2363
119551	12-10-2023	71.4077
119551	13-10-2023	71.3738
119551	16-10-2023	71.2716
119551	17-10-2023	71.6957
119551	18-10-2023	72.2135
119551	19-10-2023	71.9135
119551	20-10-2023	71.5862
119551	23-10-2023	71.4496
119551	24-10-2023	70.0498
119551	25-10-2023	69.1557
119551	26-10-2023	70.0305
119551	27-10-2023	71.0905
119551	30-10-2023	70.9712
119551	31-10-2023	71.3698
119551	01-11-2023	71.6029
119551	02-11-2023	73.6117
119551	03-11-2023	74.3805
119551	06-11-2023	74.335
119551	07-11-2023	73.7492
119551	08-11-2023	72.7492
119551	09-11-2023	72.9175
119551	10-11-2023	72.4701
119551	13-11-2023	71.6037
119551	14-11-2023	71.2333
119551	15-11-2023	70.5935
119551	16-11-2023	71.6887
119551	17-11-2023	72.2856
119551	20-11-2023	72.3178
119551	21-11-2023	73.3057
119551	22-11-2023	73.3935
119551	23-11-2023	72.8758
119551	24-11-2023	73.8994
119551	27-11-2023	74.2898
119551	28-11-2023	73.6513
119551	29-11-2023	73.5657
119551	30-11-2023	73.0374
119551	01-12-2023	72.1894
119551	04-12-2023	72.819
119551	05-12-2023	74.0938
119551	06-12-2023	73.2233
119551	07-12-2023	73.6258
119551	08-12-2023	73.2423
119551	11-12-2023	72.9659
119551	12-12-2023	72.6232
119551	13-12-2023	72.1091
119551	14-12-2023	72.1772
119551	15-12-2023	71.6871
119551	18-12-2023	71.8954
119551	19-12-2023	71.9007
119551	20-12-2023	71.7863
119551	21-12-2023	71.2508
119551	22-12-2023	70.9259
119551	25-12-2023	71.4368
119551	26-12-2023	71.7901
119551	27-12-2023	71.2106
119551	28-12-2023	71.3097
119551	29-12-2023	71.8209
119551	01-01-2024	70.8078
119551	02-01-2024	71.1846
119551	03-01-2024	70.8063
119551	04-01-2024	71.2003
119551	05-01-2024	70.7591
119551	08-01-2024	69.6776
119551	09-01-2024	68.7201
119551	10-01-2024	68.7847
119551	11-01-2024	68.978
119551	12-01-2024	68.4654
119551	15-01-2024	68.8876
119551	16-01-2024	67.9206
119551	17-01-2024	67.916
119551	18-01-2024	67.2292
119551	19-01-2024	66.8783
119551	22-01-2024	66.9408
119551	23-01-2024	66.4691
119551	24-01-2024	66.2782
119551	25-01-2024	66.9035
119551	26-01-2024	66.5983
119551	29-01-2024	67.1256
119551	30-01-2024	66.4945
119551	31-01-2024	66.8403
119551	01-02-2024	67.7305
119551	02-02-2024	66.3043
119551	05-02-2024	65.8739
119551	06-02-2024	66.2442
119551	07-02-2024	66.1598
119551	08-02-2024	66.4109
119551	09-02-2024	66.0922
119551	12-02-2024	66.1768
119551	13-02-2024	66.1201
119551	14-02-2024	66.8391
119551	15-02-2024	67.0238
119551	16-02-2024	67.2583
119551	19-02-2024	67.049
119551	20-02-2024	66.7958
119551	21-02-2024	66.5758
119551	22-02-2024	66.8423
119551	23-02-2024	66.6289
119551	26-02-2024	66.8339
119551	27-02-2024	68.1035
119551	28-02-2024	68.6642
119551	29-02-2024	68.5024
119551	01-03-2024	69.2677
119551	04-03-2024	69.0544
119551	05-03-2024	67.8593
119551	06-03-2024	67.2934
119551	07-03-2024	66.2264
119551	08-03-2024	66.0554
119551	11-03-2024	66.1003
119551	12-03-2024	67.1194
119551	13-03-2024	67.348
119551	14-03-2024	67.2526
119551	15-03-2024	67.7813
119551	18-03-2024	66.5067
119551	19-03-2024	66.6794
119551	20-03-2024	67.1689
119551	21-03-2024	66.3329
119551	22-03-2024	67.04
119551	25-03-2024	67.2751
119551	26-03-2024	67.0637
119551	27-03-2024	67.4738
119551	28-03-2024	68.8742
119551	29-03-2024	69.0203
119551	01-04-2024	69.2073
119551	02-04-2024	68.9631
119551	03-04-2024	68.4834
119551	04-04-2024	69.0224
119551	05-04-2024	68.5386
119551	08-04-2024	68.6172
119551	09-04-2024	68.364
119551	10-04-2024	68.6889
119551	11-04-2024	68.9268
119551	12-04-2024	69.5963
119551	15-04-2024	69.3197
119551	16-04-2024	69.1906
119551	17-04-2024	68.6314
119551	18-04-2024	68.3982
119551	19-04-2024	68.6616
119551	22-04-2024	69.1572
119551	23-04-2024	68.6324
119551	24-04-2024	69.1965
119551	25-04-2024	70.0649
119551	26-04-2024	70.3571
119551	29-04-2024	71.5683
119551	30-04-2024	71.1182
119551	01-05-2024	70.3781
119551	02-05-2024	69.3185
119551	03-05-2024	70.2754
119551	06-05-2024	70.7186
119551	07-05-2024	70.7204
119551	08-05-2024	70.9318
119551	09-05-2024	70.2674
119551	10-05-2024	71.8366
119551	13-05-2024	71.9556
119551	14-05-2024	72.0622
119551	15-05-2024	72.5624
119551	16-05-2024	72.9085
119551	17-05-2024	73.0902
119551	20-05-2024	72.6199
119551	21-05-2024	72.9601
119551	22-05-2024	74.2195
119551	23-05-2024	75.1442
119551	24-05-2024	76.2468
119551	27-05-2024	75.9429
119551	28-05-2024	75.3219
119551	29-05-2024	75.2772
119551	30-05-2024	75.3531
119551	31-05-2024	76.123
119551	03-06-2024	75.0339
119551	04-06-2024	76.0922
119551	05-06-2024	76.0254
119551	06-06-2024	75.7788
119551	07-06-2024	75.1442
119551	10-06-2024	74.0937
119551	11-06-2024	74.672
119551	12-06-2024	74.7589
119551	13-06-2024	73.9514
119551	14-06-2024	73.1493
119551	17-06-2024	72.9706
119551	18-06-2024	74.0908
119551	19-06-2024	73.9595
119551	20-06-2024	73.0232
119551	21-06-2024	72.9027
119551	24-06-2024	72.7651
119551	25-06-2024	71.0916
119551	26-06-2024	71.0942
119551	27-06-2024	70.9862
119551	28-06-2024	71.4602
119551	01-07-2024	72.6725
119551	02-07-2024	73.436
119551	03-07-2024	73.2998
119551	04-07-2024	72.6255
119551	05-07-2024	74.3309
119551	08-07-2024	74.4081
119551	09-07-2024	74.4556
119551	10-07-2024	74.4782
119551	11-07-2024	74.6469
119551	12-07-2024	74.5904
119551	15-07-2024	74.2523
119551	16-07-2024	73.9332
119551	17-07-2024	73.95
119551	18-07-2024	73.6344
119551	19-07-2024	73.2107
119551	22-07-2024	73.3172
119551	23-07-2024	73.1903
119551	24-07-2024	74.2058
119551	25-07-2024	72.5285
119551	26-07-2024	73.2678
119551	29-07-2024	74.1156
119551	30-07-2024	72.8103
119551	31-07-2024	72.628
119551	01-08-2024	72.4278
119551	02-08-2024	71.5712
119551	05-08-2024	71.1186
119551	06-08-2024	70.4618
119551	07-08-2024	71.5961
119551	08-08-2024	72.2266
119551	09-08-2024	73.0788
119551	12-08-2024	73.5833
119551	13-08-2024	72.8919
119551	14-08-2024	72.5929
119551	15-08-2024	72.9445
119551	16-08-2024	72.1998
119551	19-08-2024	72.6927
119551	20-08-2024	72.5762
119551	21-08-2024	72.374
119551	22-08-2024	72.8668
119551	23-08-2024	73.1906
119551	26-08-2024	72.9956
119551	27-08-2024	73.7839
119551	28-08-2024	73.1214
119551	29-08-2024	73.5577
119551	30-08-2024	73.9816
119551	02-09-2024	73.818
119551	03-09-2024	74.0688
119551	04-09-2024	73.2938
119551	05-09-2024	73.9317
119551	06-09-2024	73.8493
119551	09-09-2024	73.5476
119551	10-09-2024	74.2694
119551	11-09-2024	73.8476
119551	12-09-2024	72.9736
119551	13-09-2024	72.0158
119551	16-09-2024	72.4391
119551	17-09-2024	71.6627
119551	18-09-2024	72.8179
119551	19-09-2024	71.53
119551	20-09-2024	72.6457
119551	23-09-2024	72.8185
119551	24-09-2024	72.794
119551	25-09-2024	72.4824
119551	26-09-2024	72.7755
119551	27-09-2024	72.7889
119551	30-09-2024	73.5385
119551	01-10-2024	73.6506
119551	02-10-2024	73.7864
119551	03-10-2024	73.5881
119551	04-10-2024	73.5891
119551	07-10-2024	73.8272
119551	08-10-2024	72.7596
119551	09-10-2024	71.9367
119551	10-10-2024	72.4472
119551	11-10-2024	72.5939
119551	14-10-2024	72.5136
119551	15-10-2024	72.5628
119551	16-10-2024	72.8231
119551	17-10-2024	72.5147
119551	18-10-2024	72.0558
119551	21-10-2024	72.2176
119551	22-10-2024	71.6341
119551	23-10-2024	71.9296
119551	24-10-2024	70.8942
119551	25-10-2024	71.5775
119551	28-10-2024	71.9135
119551	29-10-2024	72.1133
119551	30-10-2024	72.7785
119551	31-10-2024	73.8935
119551	01-11-2024	74.596
119551	04-11-2024	73.4326
119551	05-11-2024	72.646
119551	06-11-2024	72.2841
119551	07-11-2024	72.338
119551	08-11-2024	72.7065
119551	11-11-2024	72.2799
119551	12-11-2024	72.4364
119551	13-11-2024	71.9926
119551	14-11-2024	71.6423
119551	15-11-2024	70.7956
119551	18-11-2024	70.2577
119551	19-11-2024	69.461
119551	20-11-2024	68.9013
119551	21-11-2024	69.5804
119551	22-11-2024	69.0359
119551	25-11-2024	70.6938
119551	26-11-2024	71.0386
119551	27-11-2024	71.1912
119551	28-11-2024	70.6908
119551	29-11-2024	71.1655
119551	02-12-2024	70.8416
119551	03-12-2024	70.9545
119551	04-12-2024	72.6122
119551	05-12-2024	72.5881
119551	06-12-2024	73.3654
119551	09-12-2024	72.9495
119551	10-12-2024	72.9646
119551	11-12-2024	74.1513
119551	12-12-2024	73.7805
119551	13-12-2024	75.0079
119551	16-12-2024	75.5165
119551	17-12-2024	75.1816
119551	18-12-2024	75.6411
119551	19-12-2024	76.3321
119551	20-12-2024	76.7914
119551	23-12-2024	75.7744
119551	24-12-2024	75.3289
119551	25-12-2024	75.2034
119551	26-12-2024	75.1929
119551	27-12-2024	75.6446
119551	30-12-2024	75.8023
119551	31-12-2024	74.9535
119551	01-01-2025	75.2441
119551	02-01-2025	75.6894
119551	03-01-2025	76.1032
119551	06-01-2025	76.8717
119551	07-01-2025	77.4791
119551	08-01-2025	77.8337
119551	09-01-2025	77.8257
119551	10-01-2025	76.7335
119551	13-01-2025	77.0646
119551	14-01-2025	77.2457
119551	15-01-2025	77.4709
119551	16-01-2025	76.643
119551	17-01-2025	75.9549
119551	20-01-2025	76.7032
119551	21-01-2025	76.716
119551	22-01-2025	77.2183
119551	23-01-2025	77.2775
119551	24-01-2025	77.3376
119551	27-01-2025	78.0205
119551	28-01-2025	77.7063
119551	29-01-2025	77.8123
119551	30-01-2025	77.5357
119551	31-01-2025	77.279
119551	03-02-2025	77.1084
119551	04-02-2025	77.2995
119551	05-02-2025	77.0135
119551	06-02-2025	77.9113
119551	07-02-2025	77.3389
119551	10-02-2025	77.2514
119551	11-02-2025	76.9921
119551	12-02-2025	78.0212
119551	13-02-2025	78.1968
119551	14-02-2025	78.9524
119551	17-02-2025	77.965
119551	18-02-2025	78.1891
119551	19-02-2025	78.8457
119551	20-02-2025	78.9436
119551	21-02-2025	79.73
119551	24-02-2025	79.4081
119551	25-02-2025	80.4427
119551	26-02-2025	82.1327
119551	27-02-2025	81.9125
119551	28-02-2025	81.6334
119551	03-03-2025	82.7292
119551	04-03-2025	83.933
119551	05-03-2025	83.5899
119551	06-03-2025	83.3237
119551	07-03-2025	83.1598
119551	10-03-2025	82.222
119551	11-03-2025	81.6006
119551	12-03-2025	80.9229
119551	13-03-2025	80.4183
119551	14-03-2025	80.4352
119551	17-03-2025	80.6431
119551	18-03-2025	81.7956
119551	19-03-2025	81.1204
119551	20-03-2025	81.8699
119551	21-03-2025	81.7577
119551	24-03-2025	81.7642
119551	25-03-2025	82.2947
119551	26-03-2025	81.5259
119551	27-03-2025	81.8436
119551	28-03-2025	82.0061
119551	31-03-2025	82.4055
119551	01-04-2025	82.6586
119551	02-04-2025	84.5115
119551	03-04-2025	84.0809
119551	04-04-2025	83.7313
119551	07-04-2025	83.3153
119551	08-04-2025	82.951
119551	09-04-2025	82.5286
119551	10-04-2025	83.4416
119551	11-04-2025	84.5371
119551	14-04-2025	84.156
119551	15-04-2025	83.5836
119551	16-04-2025	83.9751
119551	17-04-2025	83.6103
119551	18-04-2025	84.1217
119551	21-04-2025	84.3159
119551	22-04-2025	83.2392
119551	23-04-2025	84.4265
119551	24-04-2025	85.8186
119551	25-04-2025	85.4001
119551	28-04-2025	85.1525
119551	29-04-2025	85.4115
119551	30-04-2025	85.708
119551	01-05-2025	86.2517
119551	02-05-2025	87.8398
119551	05-05-2025	87.7481
119551	06-05-2025	87.1774
119551	07-05-2025	86.1678
119551	08-05-2025	85.6583
119551	09-05-2025	85.6775
119551	12-05-2025	87.0892
119551	13-05-2025	86.7373
119551	14-05-2025	86.9535
119551	15-05-2025	86.9857
119551	16-05-2025	87.9475
119551	19-05-2025	89.9759
119551	20-05-2025	89.6018
119551	21-05-2025	89.262
119551	22-05-2025	90.1342
119551	23-05-2025	90.7247
119551	26-05-2025	92.2619
119551	27-05-2025	92.7861
119551	28-05-2025	92.5403
119551	29-05-2025	93.0716
119551	30-05-2025	94.0346
119551	02-06-2025	94.7664
119551	03-06-2025	95.2404
119551	04-06-2025	96.1902
119551	05-06-2025	97.2374
119551	06-06-2025	98.4808
119551	09-06-2025	99.0969
119551	10-06-2025	99.002
119551	11-06-2025	99.1814
119551	12-06-2025	100.294
119551	13-06-2025	99.6254
119551	16-06-2025	100.0015
119551	17-06-2025	99.7066
119551	18-06-2025	99.7833
119551	19-06-2025	100.9668
119551	20-06-2025	101.1893
119551	23-06-2025	101.283
119551	24-06-2025	100.1272
119551	25-06-2025	100.8404
119551	26-06-2025	101.4684
119551	27-06-2025	103.4762
119551	30-06-2025	103.2489
119551	01-07-2025	103.502
119551	02-07-2025	103.7835
119551	03-07-2025	105.2917
119551	04-07-2025	105.2575
119551	07-07-2025	105.5713
119551	08-07-2025	106.1935
119551	09-07-2025	106.4233
119551	10-07-2025	106.0599
119551	11-07-2025	106.2964
119551	14-07-2025	107.363
119551	15-07-2025	106.4503
119551	16-07-2025	106.6302
119551	17-07-2025	106.0286
119551	18-07-2025	107.2072
119551	21-07-2025	105.8313
119551	22-07-2025	105.3653
119551	23-07-2025	105.7709
119551	24-07-2025	107.2967
119551	25-07-2025	107.2898
119551	28-07-2025	106.8209
119551	29-07-2025	108.6639
119551	30-07-2025	107.3404
119551	31-07-2025	105.3333
119551	01-08-2025	105.7974
119551	04-08-2025	105.3843
119551	05-08-2025	104.4934
